user_id,similarity_score,top_movies
348,0.984592736760794,"[{'title': 'Apocalypse Now (1979)', 'rating': 5.0, 'timestamp': 1378850772}, {'title': 'Lord of the Rings: The Two Towers, The (2002)', 'rating': 5.0, 'timestamp': 1378850762}, {'title': 'Fargo (1996)', 'rating': 5.0, 'timestamp': 1378850760}]"
131,0.9827462112438944,"[{'title': 'Alien (1979)', 'rating': 4.5, 'timestamp': 1349840573}, {'title': 'Raging Bull (1980)', 'rating': 4.5, 'timestamp': 1349840156}, {'title': 'Streetcar Named Desire, A (1951)', 'rating': 4.5, 'timestamp': 1349838654}]"
497,0.9809367518738846,"[{'title': 'Taxi Driver (1976)', 'rating': 5.0, 'timestamp': 1432417922}, {'title': 'Graduate, The (1967)', 'rating': 5.0, 'timestamp': 1430332460}, {'title': 'Birdman: Or (The Unexpected Virtue of Ignorance) (2014)', 'rating': 5.0, 'timestamp': 1429177789}]"
76,0.9800191625290413,"[{'title': 'Monty Python and the Holy Grail (1975)', 'rating': 5.0, 'timestamp': 1439166982}, {'title': 'Saw (2004)', 'rating': 5.0, 'timestamp': 1439165914}, {'title': 'Serenity (2005)', 'rating': 5.0, 'timestamp': 1439165874}]"
193,0.9800173916198948,"[{'title': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'rating': 5.0, 'timestamp': 1436558923}, {'title': 'Hush... Hush, Sweet Charlotte (1964)', 'rating': 5.0, 'timestamp': 1436558810}, {'title': 'North by Northwest (1959)', 'rating': 5.0, 'timestamp': 1436558703}]"
343,0.9793810428112661,"[{'title': ""Schindler's List (1993)"", 'rating': 5.0, 'timestamp': 1202061421}, {'title': 'Infernal Affairs (Mou gaan dou) (2002)', 'rating': 5.0, 'timestamp': 1202061343}, {'title': 'City of God (Cidade de Deus) (2002)', 'rating': 5.0, 'timestamp': 1202061256}]"
416,0.9783941944720267,"[{'title': 'Being John Malkovich (1999)', 'rating': 5.0, 'timestamp': 1187496722}, {'title': 'Morvern Callar (2002)', 'rating': 5.0, 'timestamp': 1187496536}, {'title': 'Bad Boy Bubby (1993)', 'rating': 5.0, 'timestamp': 1187496255}]"
110,0.9776918936752739,"[{'title': 'Rivers and Tides (2001)', 'rating': 5.0, 'timestamp': 1175330140}, {'title': 'Play Time (a.k.a. Playtime) (1967)', 'rating': 5.0, 'timestamp': 1175330106}, {'title': 'Cool Hand Luke (1967)', 'rating': 5.0, 'timestamp': 1175329928}]"
152,0.9765858226375468,"[{'title': 'Hurt Locker, The (2008)', 'rating': 5.0, 'timestamp': 1450867817}, {'title': 'Seven (a.k.a. Se7en) (1995)', 'rating': 5.0, 'timestamp': 1450867741}, {'title': 'Eternal Sunshine of the Spotless Mind (2004)', 'rating': 5.0, 'timestamp': 1450867691}]"
17,0.9740390417289804,"[{'title': 'Big Lebowski, The (1998)', 'rating': 5.0, 'timestamp': 1322629209}, {'title': 'Clockwork Orange, A (1971)', 'rating': 5.0, 'timestamp': 1322628945}, {'title': 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)', 'rating': 5.0, 'timestamp': 1322628881}]"
415,0.9737138478010311,"[{'title': 'Forrest Gump (1994)', 'rating': 5.0, 'timestamp': 1382470244}, {'title': 'North by Northwest (1959)', 'rating': 5.0, 'timestamp': 1382470195}, {'title': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'rating': 5.0, 'timestamp': 1382470161}]"
215,0.9736870834235418,"[{'title': 'How to Lose a Guy in 10 Days (2003)', 'rating': 5.0, 'timestamp': 1260909446}, {'title': 'Pump Up the Volume (1990)', 'rating': 5.0, 'timestamp': 1260909160}, {'title': 'Man on Wire (2008)', 'rating': 5.0, 'timestamp': 1260908929}]"
503,0.9730829011642456,"[{'title': 'Pulp Fiction (1994)', 'rating': 5.0, 'timestamp': 1335219269}, {'title': 'Stand by Me (1986)', 'rating': 5.0, 'timestamp': 1335219230}, {'title': 'Mean Streets (1973)', 'rating': 5.0, 'timestamp': 1335219174}]"
362,0.9711230992741863,"[{'title': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'rating': 5.0, 'timestamp': 1532214433}, {'title': 'Big Lebowski, The (1998)', 'rating': 5.0, 'timestamp': 1532214411}, {'title': '2001: A Space Odyssey (1968)', 'rating': 5.0, 'timestamp': 1532214407}]"
445,0.9704344150954483,"[{'title': ""Monty Python's Life of Brian (1979)"", 'rating': 5.0, 'timestamp': 1454622122}, {'title': 'Annie Hall (1977)', 'rating': 5.0, 'timestamp': 1454622103}, {'title': 'Princess Bride, The (1987)', 'rating': 5.0, 'timestamp': 1454622090}]"
